score;content;case_folding;cleaning;tokenisasi;normalisasi;stopword_removal;stemming
1;pelayanannya sangat buruk, bahkan untuk fee tiket dengan harga 4 ribu pertiket sangat kapitalis. saya membeli tiket dan sudah melakukan pembayaran tapi pembelian tiket gagal dan uang saya tidak kunjung dikembalikan. saya sudah melakukan komplan ke aplikasi dan cs tapi prosesnya sangat lemot sekali hanya untuk mengembalikan uang saya. sumpah buruk sekali pelayanannya;pelayanannya sangat buruk, bahkan untuk fee tiket dengan harga 4 ribu pertiket sangat kapitalis. saya membeli tiket dan sudah melakukan pembayaran tapi pembelian tiket gagal dan uang saya tidak kunjung dikembalikan. saya sudah melakukan komplan ke aplikasi dan cs tapi prosesnya sangat lemot sekali hanya untuk mengembalikan uang saya. sumpah buruk sekali pelayanannya;pelayanannya sangat buruk bahkan untuk fee tiket dengan harga 4 ribu pertiket sangat kapitalis saya membeli tiket dan sudah melakukan pembayaran tapi pembelian tiket gagal dan uang saya tidak kunjung dikembalikan saya sudah melakukan komplan ke aplikasi dan cs tapi prosesnya sangat lemot sekali hanya untuk mengembalikan uang saya sumpah buruk sekali pelayanannya;['pelayanannya', 'sangat', 'buruk', 'bahkan', 'untuk', 'fee', 'tiket', 'dengan', 'harga', '4', 'ribu', 'pertiket', 'sangat', 'kapitalis', 'saya', 'membeli', 'tiket', 'dan', 'sudah', 'melakukan', 'pembayaran', 'tapi', 'pembelian', 'tiket', 'gagal', 'dan', 'uang', 'saya', 'tidak', 'kunjung', 'dikembalikan', 'saya', 'sudah', 'melakukan', 'komplan', 'ke', 'aplikasi', 'dan', 'cs', 'tapi', 'prosesnya', 'sangat', 'lemot', 'sekali', 'hanya', 'untuk', 'mengembalikan', 'uang', 'saya', 'sumpah', 'buruk', 'sekali', 'pelayanannya'];['pelayanannya', 'sangat', 'buruk', 'bahkan', 'untuk', 'fee', 'tiket', 'dengan', 'harga', '4', 'ribu', 'pertiket', 'sangat', 'kapitalis', 'saya', 'membeli', 'tiket', 'dan', 'sudah', 'melakukan', 'pembayaran', 'tapi', 'pembelian', 'tiket', 'gagal', 'dan', 'uang', 'saya', 'tidak', 'kunjung', 'dikembalikan', 'saya', 'sudah', 'melakukan', 'komplan', 'ke', 'aplikasi', 'dan', 'cs', 'tapi', 'prosesnya', 'sangat', 'lambat', 'sekali', 'hanya', 'untuk', 'mengembalikan', 'uang', 'saya', 'sumpah', 'buruk', 'sekali', 'pelayanannya'];['pelayanannya', 'sangat', 'buruk', 'bahkan', 'untuk', 'fee', 'tiket', 'dengan', 'harga', '4', 'ribu', 'pertiket', 'sangat', 'kapitalis', 'saya', 'membeli', 'tiket', 'dan', 'sudah', 'melakukan', 'pembayaran', 'tapi', 'pembelian', 'tiket', 'gagal', 'dan', 'uang', 'saya', 'tidak', 'kunjung', 'dikembalikan', 'saya', 'sudah', 'melakukan', 'komplan', 'ke', 'aplikasi', 'dan', 'cs', 'tapi', 'prosesnya', 'sangat', 'lambat', 'sekali', 'hanya', 'untuk', 'mengembalikan', 'uang', 'saya', 'sumpah', 'buruk', 'sekali', 'pelayanannya'];['layan', 'sangat', 'buruk', 'bahkan', 'untuk', 'fee', 'tiket', 'dengan', 'harga', '4', 'ribu', 'tiket', 'sangat', 'kapitalis', 'saya', 'beli', 'tiket', 'dan', 'sudah', 'laku', 'bayar', 'tapi', 'beli', 'tiket', 'gagal', 'dan', 'uang', 'saya', 'tidak', 'kunjung', 'kembali', 'saya', 'sudah', 'laku', 'komplan', 'ke', 'aplikasi', 'dan', 'cs', 'tapi', 'proses', 'sangat', 'lambat', 'sekali', 'hanya', 'untuk', 'kembali', 'uang', 'saya', 'sumpah', 'buruk', 'sekali', 'layan']
1;gk bagus.masak aku udah pesen udah bayar udah dikonfirmasi jg di apknya tpi pas waktu mau tukar gk bisa tulisannya nmr hp tidak ditemukan pdhl nmr masih aktif kuota jg masih bnyk pas mau ngehubungin customer servis jg gk bisa duitnya gk balik lgi;gk bagus.masak aku udah pesen udah bayar udah dikonfirmasi jg di apknya tpi pas waktu mau tukar gk bisa tulisannya nmr hp tidak ditemukan pdhl nmr masih aktif kuota jg masih bnyk pas mau ngehubungin customer servis jg gk bisa duitnya gk balik lgi;gk bagusmasak aku udah pesen udah bayar udah dikonfirmasi jg di apknya tpi pas waktu mau tukar gk bisa tulisannya nmr hp tidak ditemukan pdhl nmr masih aktif kuota jg masih bnyk pas mau ngehubungin customer servis jg gk bisa duitnya gk balik lgi;['gk', 'bagusmasak', 'aku', 'udah', 'pesen', 'udah', 'bayar', 'udah', 'dikonfirmasi', 'jg', 'di', 'apknya', 'tpi', 'pas', 'waktu', 'mau', 'tukar', 'gk', 'bisa', 'tulisannya', 'nmr', 'hp', 'tidak', 'ditemukan', 'pdhl', 'nmr', 'masih', 'aktif', 'kuota', 'jg', 'masih', 'bnyk', 'pas', 'mau', 'ngehubungin', 'customer', 'servis', 'jg', 'gk', 'bisa', 'duitnya', 'gk', 'balik', 'lgi'];['tidak', 'bagusmasak', 'aku', 'sudah', 'pesan', 'sudah', 'bayar', 'sudah', 'dikonfirmasi', 'juga', 'di', 'apknya', 'tapi', 'pas', 'waktu', 'mau', 'tukar', 'tidak', 'bisa', 'tulisannya', 'nomor', 'hp', 'tidak', 'ditemukan', 'padahal', 'nomor', 'masih', 'aktif', 'kuota', 'juga', 'masih', 'banyak', 'pas', 'mau', 'ngehubungin', 'customer', 'servis', 'juga', 'tidak', 'bisa', 'duitnya', 'tidak', 'balik', 'lagi'];['tidak', 'bagusmasak', 'aku', 'sudah', 'pesan', 'sudah', 'bayar', 'sudah', 'dikonfirmasi', 'juga', 'di', 'apknya', 'tapi', 'pas', 'waktu', 'mau', 'tukar', 'tidak', 'bisa', 'tulisannya', 'nomor', 'hp', 'tidak', 'ditemukan', 'padahal', 'nomor', 'masih', 'aktif', 'kuota', 'juga', 'masih', 'banyak', 'pas', 'mau', 'ngehubungin', 'customer', 'servis', 'juga', 'tidak', 'bisa', 'duitnya', 'tidak', 'balik', 'lagi'];['tidak', 'bagusmasak', 'aku', 'sudah', 'pesan', 'sudah', 'bayar', 'sudah', 'konfirmasi', 'juga', 'di', 'apknya', 'tapi', 'pas', 'waktu', 'mau', 'tukar', 'tidak', 'bisa', 'tulis', 'nomor', 'hp', 'tidak', 'temu', 'padahal', 'nomor', 'masih', 'aktif', 'kuota', 'juga', 'masih', 'banyak', 'pas', 'mau', 'ngehubungin', 'customer', 'servis', 'juga', 'tidak', 'bisa', 'duit', 'tidak', 'balik', 'lagi']
3;ini sih aplikasi bagus... tapi kok bisa ya ada orang mau beli orderan film di tanggal jauh2 hari sebelum tayang loadingnya itunya loh mutar mutar terus terus lamaa lagi..;ini sih aplikasi bagus... tapi kok bisa ya ada orang mau beli orderan film di tanggal jauh2 hari sebelum tayang loadingnya itunya loh mutar mutar terus terus lamaa lagi..;ini sih aplikasi bagus tapi kok bisa ya ada orang mau beli orderan film di tanggal jauh2 hari sebelum tayang loadingnya itunya loh mutar mutar terus terus lamaa lagi;['ini', 'sih', 'aplikasi', 'bagus', 'tapi', 'kok', 'bisa', 'ya', 'ada', 'orang', 'mau', 'beli', 'orderan', 'film', 'di', 'tanggal', 'jauh2', 'hari', 'sebelum', 'tayang', 'loadingnya', 'itunya', 'loh', 'mutar', 'mutar', 'terus', 'terus', 'lamaa', 'lagi'];['ini', 'sih', 'aplikasi', 'bagus', 'tapi', 'kok', 'bisa', 'iya', 'ada', 'orang', 'mau', 'beli', 'orderan', 'film', 'di', 'tanggal', 'jauh2', 'hari', 'sebelum', 'tayang', 'loadingnya', 'itunya', 'loh', 'mutar', 'mutar', 'terus', 'terus', 'lambat', 'lagi'];['ini', 'sih', 'aplikasi', 'bagus', 'tapi', 'kok', 'bisa', 'iya', 'ada', 'orang', 'mau', 'beli', 'orderan', 'film', 'di', 'tanggal', 'jauh2', 'hari', 'sebelum', 'tayang', 'loadingnya', 'itunya', 'loh', 'mutar', 'mutar', 'terus', 'terus', 'lambat', 'lagi'];['ini', 'sih', 'aplikasi', 'bagus', 'tapi', 'kok', 'bisa', 'iya', 'ada', 'orang', 'mau', 'beli', 'order', 'film', 'di', 'tanggal', 'jauh2', 'hari', 'belum', 'tayang', 'loadingnya', 'itu', 'loh', 'mutar', 'mutar', 'terus', 'terus', 'lambat', 'lagi']
1;hari ini pesen tiket via tix id pemesanan gagal dan uang tidak di refund dalam kurun waktu yg cepat, hari ini udah ambil cuti dan gagal nonton karna kehabisan tiket di jam yg saya mau saya kecewa karna dana tidak kembali dengan cepat saat proses gagal, sudah di email ke help tix id responnya lambat;hari ini pesen tiket via tix id pemesanan gagal dan uang tidak di refund dalam kurun waktu yg cepat, hari ini udah ambil cuti dan gagal nonton karna kehabisan tiket di jam yg saya mau saya kecewa karna dana tidak kembali dengan cepat saat proses gagal, sudah di email ke help tix id responnya lambat;hari ini pesen tiket via tix id pemesanan gagal dan uang tidak di refund dalam kurun waktu yg cepat hari ini udah ambil cuti dan gagal nonton karna kehabisan tiket di jam yg saya mau saya kecewa karna dana tidak kembali dengan cepat saat proses gagal sudah di email ke help tix id responnya lambat;['hari', 'ini', 'pesen', 'tiket', 'via', 'tix', 'id', 'pemesanan', 'gagal', 'dan', 'uang', 'tidak', 'di', 'refund', 'dalam', 'kurun', 'waktu', 'yg', 'cepat', 'hari', 'ini', 'udah', 'ambil', 'cuti', 'dan', 'gagal', 'nonton', 'karna', 'kehabisan', 'tiket', 'di', 'jam', 'yg', 'saya', 'mau', 'saya', 'kecewa', 'karna', 'dana', 'tidak', 'kembali', 'dengan', 'cepat', 'saat', 'proses', 'gagal', 'sudah', 'di', 'email', 'ke', 'help', 'tix', 'id', 'responnya', 'lambat'];['hari', 'ini', 'pesan', 'tiket', 'via', 'tix', 'id', 'pemesanan', 'gagal', 'dan', 'uang', 'tidak', 'di', 'refund', 'dalam', 'kurun', 'waktu', 'yang', 'cepat', 'hari', 'ini', 'sudah', 'ambil', 'cuti', 'dan', 'gagal', 'nonton', 'karena', 'kehabisan', 'tiket', 'di', 'jam', 'yang', 'saya', 'mau', 'saya', 'kecewa', 'karena', 'dana', 'tidak', 'kembali', 'dengan', 'cepat', 'saat', 'proses', 'gagal', 'sudah', 'di', 'email', 'ke', 'help', 'tix', 'id', 'responnya', 'lambat'];['hari', 'ini', 'pesan', 'tiket', 'via', 'tix', 'id', 'pemesanan', 'gagal', 'dan', 'uang', 'tidak', 'di', 'refund', 'dalam', 'kurun', 'waktu', 'yang', 'cepat', 'hari', 'ini', 'sudah', 'ambil', 'cuti', 'dan', 'gagal', 'nonton', 'karena', 'kehabisan', 'tiket', 'di', 'jam', 'yang', 'saya', 'mau', 'saya', 'kecewa', 'karena', 'dana', 'tidak', 'kembali', 'dengan', 'cepat', 'saat', 'proses', 'gagal', 'sudah', 'di', 'email', 'ke', 'help', 'tix', 'id', 'responnya', 'lambat'];['hari', 'ini', 'pesan', 'tiket', 'via', 'tix', 'id', 'mesan', 'gagal', 'dan', 'uang', 'tidak', 'di', 'refund', 'dalam', 'kurun', 'waktu', 'yang', 'cepat', 'hari', 'ini', 'sudah', 'ambil', 'cuti', 'dan', 'gagal', 'nonton', 'karena', 'habis', 'tiket', 'di', 'jam', 'yang', 'saya', 'mau', 'saya', 'kecewa', 'karena', 'dana', 'tidak', 'kembali', 'dengan', 'cepat', 'saat', 'proses', 'gagal', 'sudah', 'di', 'email', 'ke', 'help', 'tix', 'id', 'responnya', 'lambat']
1;aplikasisinya sangat jelek setiap aku mau beli tiket gak bisa terus udah ganti hp juga sama aja kalo hp aku yang ngleg gak mungkin ini soalnya hp baru sangat tidak di rekomendasikan😡;aplikasisinya sangat jelek setiap aku mau beli tiket gak bisa terus udah ganti hp juga sama aja kalo hp aku yang ngleg gak mungkin ini soalnya hp baru sangat tidak di rekomendasikan😡;aplikasisinya sangat jelek setiap aku mau beli tiket gak bisa terus udah ganti hp juga sama aja kalo hp aku yang ngleg gak mungkin ini soalnya hp baru sangat tidak di rekomendasikan😡;['aplikasisinya', 'sangat', 'jelek', 'setiap', 'aku', 'mau', 'beli', 'tiket', 'gak', 'bisa', 'terus', 'udah', 'ganti', 'hp', 'juga', 'sama', 'aja', 'kalo', 'hp', 'aku', 'yang', 'ngleg', 'gak', 'mungkin', 'ini', 'soalnya', 'hp', 'baru', 'sangat', 'tidak', 'di', 'rekomendasikan😡'];['aplikasisinya', 'sangat', 'jelek', 'setiap', 'aku', 'mau', 'beli', 'tiket', 'tidak', 'bisa', 'terus', 'sudah', 'ganti', 'hp', 'juga', 'sama', 'saja', 'kalau', 'hp', 'aku', 'yang', 'ngleg', 'tidak', 'mungkin', 'ini', 'soalnya', 'hp', 'baru', 'sangat', 'tidak', 'di', 'rekomendasikan😡'];['aplikasisinya', 'sangat', 'jelek', 'setiap', 'aku', 'mau', 'beli', 'tiket', 'tidak', 'bisa', 'terus', 'sudah', 'ganti', 'hp', 'juga', 'sama', 'saja', 'kalau', 'hp', 'aku', 'yang', 'ngleg', 'tidak', 'mungkin', 'ini', 'soalnya', 'hp', 'baru', 'sangat', 'tidak', 'di', 'rekomendasikan😡'];['aplikasisinya', 'sangat', 'jelek', 'tiap', 'aku', 'mau', 'beli', 'tiket', 'tidak', 'bisa', 'terus', 'sudah', 'ganti', 'hp', 'juga', 'sama', 'saja', 'kalau', 'hp', 'aku', 'yang', 'ngleg', 'tidak', 'mungkin', 'ini', 'soal', 'hp', 'baru', 'sangat', 'tidak', 'di', 'rekomendasi']
5;kalau pas Film nya Baru.. rame penonton nya.. aman kan tiket nonton nya dengan TIX ID. gak perlu khawatir.. pasti dapet deh.. seat terbaik (pilihan mu sendiri). Bisa liat jam tayang dan film2 yg lagi tayang dan akan datang (coming soon)... Berlaku di semua Kota.. Tinggal pilih kota nya juga. Baik di XXI atau pun CGV.;kalau pas film nya baru.. rame penonton nya.. aman kan tiket nonton nya dengan tix id. gak perlu khawatir.. pasti dapet deh.. seat terbaik (pilihan mu sendiri). bisa liat jam tayang dan film2 yg lagi tayang dan akan datang (coming soon)... berlaku di semua kota.. tinggal pilih kota nya juga. baik di xxi atau pun cgv.;kalau pas film nya baru rame penonton nya aman kan tiket nonton nya dengan tix id gak perlu khawatir pasti dapet deh seat terbaik pilihan mu sendiri bisa liat jam tayang dan film2 yg lagi tayang dan akan datang coming soon berlaku di semua kota tinggal pilih kota nya juga baik di xxi atau pun cgv;['kalau', 'pas', 'film', 'nya', 'baru', 'rame', 'penonton', 'nya', 'aman', 'kan', 'tiket', 'nonton', 'nya', 'dengan', 'tix', 'id', 'gak', 'perlu', 'khawatir', 'pasti', 'dapet', 'deh', 'seat', 'terbaik', 'pilihan', 'mu', 'sendiri', 'bisa', 'liat', 'jam', 'tayang', 'dan', 'film2', 'yg', 'lagi', 'tayang', 'dan', 'akan', 'datang', 'coming', 'soon', 'berlaku', 'di', 'semua', 'kota', 'tinggal', 'pilih', 'kota', 'nya', 'juga', 'baik', 'di', 'xxi', 'atau', 'pun', 'cgv'];['kalau', 'pas', 'film', 'nya', 'baru', 'ramai', 'penonton', 'nya', 'aman', 'kan', 'tiket', 'nonton', 'nya', 'dengan', 'tix', 'id', 'tidak', 'perlu', 'khawatir', 'pasti', 'dapat', 'deh', 'seat', 'terbaik', 'pilihan', 'mu', 'sendiri', 'bisa', 'lihat', 'jam', 'tayang', 'dan', 'film2', 'yang', 'lagi', 'tayang', 'dan', 'akan', 'datang', 'coming', 'soon', 'berlaku', 'di', 'semua', 'kota', 'tinggal', 'pilih', 'kota', 'nya', 'juga', 'baik', 'di', 'xxi', 'atau', 'pun', 'cgv'];['kalau', 'pas', 'film', 'nya', 'baru', 'ramai', 'penonton', 'nya', 'aman', 'kan', 'tiket', 'nonton', 'nya', 'dengan', 'tix', 'id', 'tidak', 'perlu', 'khawatir', 'pasti', 'dapat', 'deh', 'seat', 'terbaik', 'pilihan', 'mu', 'sendiri', 'bisa', 'lihat', 'jam', 'tayang', 'dan', 'film2', 'yang', 'lagi', 'tayang', 'dan', 'akan', 'datang', 'coming', 'soon', 'berlaku', 'di', 'semua', 'kota', 'tinggal', 'pilih', 'kota', 'nya', 'juga', 'baik', 'di', 'xxi', 'atau', 'pun', 'cgv'];['kalau', 'pas', 'film', 'nya', 'baru', 'ramai', 'tonton', 'nya', 'aman', 'kan', 'tiket', 'nonton', 'nya', 'dengan', 'tix', 'id', 'tidak', 'perlu', 'khawatir', 'pasti', 'dapat', 'deh', 'seat', 'baik', 'pilih', 'mu', 'sendiri', 'bisa', 'lihat', 'jam', 'tayang', 'dan', 'film2', 'yang', 'lagi', 'tayang', 'dan', 'akan', 'datang', 'coming', 'soon', 'laku', 'di', 'semua', 'kota', 'tinggal', 'pilih', 'kota', 'nya', 'juga', 'baik', 'di', 'xxi', 'atau', 'pun', 'cgv']
1;tidak bertanggung jawab, uang refund tidak bisa di peroleh, perkara waktu pembayaran keduluan pembeli yg lain kalah cepat pembayaran tapi uang tidak kembali, hanya tertulis refund gagal;tidak bertanggung jawab, uang refund tidak bisa di peroleh, perkara waktu pembayaran keduluan pembeli yg lain kalah cepat pembayaran tapi uang tidak kembali, hanya tertulis refund gagal;tidak bertanggung jawab uang refund tidak bisa di peroleh perkara waktu pembayaran keduluan pembeli yg lain kalah cepat pembayaran tapi uang tidak kembali hanya tertulis refund gagal;['tidak', 'bertanggung', 'jawab', 'uang', 'refund', 'tidak', 'bisa', 'di', 'peroleh', 'perkara', 'waktu', 'pembayaran', 'keduluan', 'pembeli', 'yg', 'lain', 'kalah', 'cepat', 'pembayaran', 'tapi', 'uang', 'tidak', 'kembali', 'hanya', 'tertulis', 'refund', 'gagal'];['tidak', 'bertanggung', 'jawab', 'uang', 'refund', 'tidak', 'bisa', 'di', 'peroleh', 'perkara', 'waktu', 'pembayaran', 'keduluan', 'pembeli', 'yang', 'lain', 'kalah', 'cepat', 'pembayaran', 'tapi', 'uang', 'tidak', 'kembali', 'hanya', 'tertulis', 'refund', 'gagal'];['tidak', 'bertanggung', 'jawab', 'uang', 'refund', 'tidak', 'bisa', 'di', 'peroleh', 'perkara', 'waktu', 'pembayaran', 'keduluan', 'pembeli', 'yang', 'lain', 'kalah', 'cepat', 'pembayaran', 'tapi', 'uang', 'tidak', 'kembali', 'hanya', 'tertulis', 'refund', 'gagal'];['tidak', 'tanggung', 'jawab', 'uang', 'refund', 'tidak', 'bisa', 'di', 'oleh', 'perkara', 'waktu', 'bayar', 'keduluan', 'beli', 'yang', 'lain', 'kalah', 'cepat', 'bayar', 'tapi', 'uang', 'tidak', 'kembali', 'hanya', 'tulis', 'refund', 'gagal']
1;waktu sampe ke bioskop app tiba-tiba error/tidak ada akses alhasil sampe ketinggalan film 35 menit. ga lagi2 deh pake nih app 😑;waktu sampe ke bioskop app tiba-tiba error/tidak ada akses alhasil sampe ketinggalan film 35 menit. ga lagi2 deh pake nih app 😑;waktu sampe ke bioskop app tibatiba errortidak ada akses alhasil sampe ketinggalan film 35 menit ga lagi2 deh pake nih app 😑;['waktu', 'sampe', 'ke', 'bioskop', 'app', 'tibatiba', 'errortidak', 'ada', 'akses', 'alhasil', 'sampe', 'ketinggalan', 'film', '35', 'menit', 'ga', 'lagi2', 'deh', 'pake', 'nih', 'app', '😑'];['waktu', 'sampai', 'ke', 'bioskop', 'aplikasi', 'tibatiba', 'errortidak', 'ada', 'akses', 'alhasil', 'sampai', 'ketinggalan', 'film', '35', 'menit', 'tidak', 'lagi2', 'deh', 'pakai', 'ini', 'aplikasi', '😑'];['waktu', 'sampai', 'ke', 'bioskop', 'aplikasi', 'tibatiba', 'errortidak', 'ada', 'akses', 'alhasil', 'sampai', 'ketinggalan', 'film', '35', 'menit', 'tidak', 'lagi2', 'deh', 'pakai', 'ini', 'aplikasi', '😑'];['waktu', 'sampai', 'ke', 'bioskop', 'aplikasi', 'tibatiba', 'errortidak', 'ada', 'akses', 'alhasil', 'sampai', 'tinggal', 'film', '35', 'menit', 'tidak', 'lagi2', 'deh', 'pakai', 'ini', 'aplikasi', '']
1;refund gagal proses pengembaliannya lama sekali, membuat kita mau gamau harus ubah jam nntn karena bangku yg kita mau keburu habis, mau beli lagi gabisa karena dananya aja blm dikembalikan;refund gagal proses pengembaliannya lama sekali, membuat kita mau gamau harus ubah jam nntn karena bangku yg kita mau keburu habis, mau beli lagi gabisa karena dananya aja blm dikembalikan;refund gagal proses pengembaliannya lama sekali membuat kita mau gamau harus ubah jam nntn karena bangku yg kita mau keburu habis mau beli lagi gabisa karena dananya aja blm dikembalikan;['refund', 'gagal', 'proses', 'pengembaliannya', 'lama', 'sekali', 'membuat', 'kita', 'mau', 'gamau', 'harus', 'ubah', 'jam', 'nntn', 'karena', 'bangku', 'yg', 'kita', 'mau', 'keburu', 'habis', 'mau', 'beli', 'lagi', 'gabisa', 'karena', 'dananya', 'aja', 'blm', 'dikembalikan'];['refund', 'gagal', 'proses', 'pengembaliannya', 'lama', 'sekali', 'membuat', 'kita', 'mau', 'tidak mau', 'harus', 'ubah', 'jam', 'nonton', 'karena', 'bangku', 'yang', 'kita', 'mau', 'terlanjur', 'habis', 'mau', 'beli', 'lagi', 'tidak bisa', 'karena', 'dananya', 'saja', 'belum', 'dikembalikan'];['refund', 'gagal', 'proses', 'pengembaliannya', 'lama', 'sekali', 'membuat', 'kita', 'mau', 'tidak mau', 'harus', 'ubah', 'jam', 'nonton', 'karena', 'bangku', 'yang', 'kita', 'mau', 'terlanjur', 'habis', 'mau', 'beli', 'lagi', 'tidak bisa', 'karena', 'dananya', 'saja', 'belum', 'dikembalikan'];['refund', 'gagal', 'proses', 'kembali', 'lama', 'sekali', 'buat', 'kita', 'mau', 'tidak mau', 'harus', 'ubah', 'jam', 'nonton', 'karena', 'bangku', 'yang', 'kita', 'mau', 'lanjur', 'habis', 'mau', 'beli', 'lagi', 'tidak bisa', 'karena', 'dana', 'saja', 'belum', 'kembali']
1;saya cek jadwal minecraft Di cinemapolis balikpapan ada jam 21:00 tapi pas menuju ke cinemanya malah gada jadwalnya aneh. dari pihak cinemapolis Balikpapan menyebutkan bahwa ini kesalahAn aplikasi karna sudah menyita waktu saya saya beri bintang 1. terimakasih. sungguh mengecewakan saya padahal bawa keluarga total 17 orang. semua dari luar kota ingin nonton minecraft.;saya cek jadwal minecraft di cinemapolis balikpapan ada jam 21:00 tapi pas menuju ke cinemanya malah gada jadwalnya aneh. dari pihak cinemapolis balikpapan menyebutkan bahwa ini kesalahan aplikasi karna sudah menyita waktu saya saya beri bintang 1. terimakasih. sungguh mengecewakan saya padahal bawa keluarga total 17 orang. semua dari luar kota ingin nonton minecraft.;saya cek jadwal minecraft di cinemapolis balikpapan ada jam 2100 tapi pas menuju ke cinemanya malah gada jadwalnya aneh dari pihak cinemapolis balikpapan menyebutkan bahwa ini kesalahan aplikasi karna sudah menyita waktu saya saya beri bintang 1 terimakasih sungguh mengecewakan saya padahal bawa keluarga total 17 orang semua dari luar kota ingin nonton minecraft;['saya', 'cek', 'jadwal', 'minecraft', 'di', 'cinemapolis', 'balikpapan', 'ada', 'jam', '2100', 'tapi', 'pas', 'menuju', 'ke', 'cinemanya', 'malah', 'gada', 'jadwalnya', 'aneh', 'dari', 'pihak', 'cinemapolis', 'balikpapan', 'menyebutkan', 'bahwa', 'ini', 'kesalahan', 'aplikasi', 'karna', 'sudah', 'menyita', 'waktu', 'saya', 'saya', 'beri', 'bintang', '1', 'terimakasih', 'sungguh', 'mengecewakan', 'saya', 'padahal', 'bawa', 'keluarga', 'total', '17', 'orang', 'semua', 'dari', 'luar', 'kota', 'ingin', 'nonton', 'minecraft'];['saya', 'cek', 'jadwal', 'minecraft', 'di', 'cinemapolis', 'balikpapan', 'ada', 'jam', '2100', 'tapi', 'pas', 'menuju', 'ke', 'cinemanya', 'bahkan', 'gada', 'jadwalnya', 'aneh', 'dari', 'pihak', 'cinemapolis', 'balikpapan', 'menyebutkan', 'bahwa', 'ini', 'kesalahan', 'aplikasi', 'karena', 'sudah', 'menyita', 'waktu', 'saya', 'saya', 'beri', 'bintang', '1', 'terimakasih', 'sungguh', 'mengecewakan', 'saya', 'padahal', 'bawa', 'keluarga', 'total', '17', 'orang', 'semua', 'dari', 'luar', 'kota', 'ingin', 'nonton', 'minecraft'];['saya', 'cek', 'jadwal', 'minecraft', 'di', 'cinemapolis', 'balikpapan', 'ada', 'jam', '2100', 'tapi', 'pas', 'menuju', 'ke', 'cinemanya', 'bahkan', 'gada', 'jadwalnya', 'aneh', 'dari', 'pihak', 'cinemapolis', 'balikpapan', 'menyebutkan', 'bahwa', 'ini', 'kesalahan', 'aplikasi', 'karena', 'sudah', 'menyita', 'waktu', 'saya', 'saya', 'beri', 'bintang', '1', 'terimakasih', 'sungguh', 'mengecewakan', 'saya', 'padahal', 'bawa', 'keluarga', 'total', '17', 'orang', 'semua', 'dari', 'luar', 'kota', 'ingin', 'nonton', 'minecraft'];['saya', 'cek', 'jadwal', 'minecraft', 'di', 'cinemapolis', 'balikpapan', 'ada', 'jam', '2100', 'tapi', 'pas', 'tuju', 'ke', 'cema', 'bahkan', 'gada', 'jadwal', 'aneh', 'dari', 'pihak', 'cinemapolis', 'balikpapan', 'sebut', 'bahwa', 'ini', 'salah', 'aplikasi', 'karena', 'sudah', 'sita', 'waktu', 'saya', 'saya', 'beri', 'bintang', '1', 'terimakasih', 'sungguh', 'kecewa', 'saya', 'padahal', 'bawa', 'keluarga', 'total', '17', 'orang', 'semua', 'dari', 'luar', 'kota', 'ingin', 'nonton', 'minecraft']
1;proses refund yg berbelit. dana refund saya sampai saat ini belum kembali.. padahal pembatalan dilakukan oleh pihak bioskop bukan pihak cust. ayo bagaimana ini tix solusinya;proses refund yg berbelit. dana refund saya sampai saat ini belum kembali.. padahal pembatalan dilakukan oleh pihak bioskop bukan pihak cust. ayo bagaimana ini tix solusinya;proses refund yg berbelit dana refund saya sampai saat ini belum kembali padahal pembatalan dilakukan oleh pihak bioskop bukan pihak cust ayo bagaimana ini tix solusinya;['proses', 'refund', 'yg', 'berbelit', 'dana', 'refund', 'saya', 'sampai', 'saat', 'ini', 'belum', 'kembali', 'padahal', 'pembatalan', 'dilakukan', 'oleh', 'pihak', 'bioskop', 'bukan', 'pihak', 'cust', 'ayo', 'bagaimana', 'ini', 'tix', 'solusinya'];['proses', 'refund', 'yang', 'berbelit', 'dana', 'refund', 'saya', 'sampai', 'saat', 'ini', 'belum', 'kembali', 'padahal', 'pembatalan', 'dilakukan', 'oleh', 'pihak', 'bioskop', 'bukan', 'pihak', 'cust', 'ayo', 'bagaimana', 'ini', 'tix', 'solusinya'];['proses', 'refund', 'yang', 'berbelit', 'dana', 'refund', 'saya', 'sampai', 'saat', 'ini', 'belum', 'kembali', 'padahal', 'pembatalan', 'dilakukan', 'oleh', 'pihak', 'bioskop', 'bukan', 'pihak', 'cust', 'ayo', 'bagaimana', 'ini', 'tix', 'solusinya'];['proses', 'refund', 'yang', 'belit', 'dana', 'refund', 'saya', 'sampai', 'saat', 'ini', 'belum', 'kembali', 'padahal', 'batal', 'laku', 'oleh', 'pihak', 'bioskop', 'bukan', 'pihak', 'cust', 'ayo', 'bagaimana', 'ini', 'tix', 'solusi']
