score;content
5;sangat mengecewakan tix id udh berhasil bayar bisa direfund seringkali kehadian gitu sekarang juga direfund kayaknya makin lama makin sering error wa kecewa mending mtix atau dari traveloka ja aman kapan aja beli pas dapat tiket
4;kurang dapat diandalkan kalau pesen berdekatan dengan jam tayang, mohon menjadi perhatian. pengembalian uang apabila melalui dana sudah cepat, ada peningkatan dibanding sebelum-sebelumnya
4;app nya sudah bagus, tapi tetap saja saya berharap tombol help / bantuan mudah ditemukan dalam aplikasi. Untuk servis nya setelah saya hitung ulang dng fee untuk kanal pembayaran ternyata lebih murah 3.500 selama D+NA masih fee Rp O untuk admin.
1;mau daftar aja gadapet terus kode verifikasi.... susah nya minta ampun... berturut-turut nyoba tetep aja gabisa. payah total
1;udah bayar, tapi di kabarin kalo udah penuh kursinya pas 9 menit sebelum filmnya mulai.CS ga ada yang angkat tlp. apa namanya kalo bukan bikin kesel ? pengen ngatain aplikasi ini bangsat, tapi ga jadi ah terlalu frontal.TERIMAKASIH TIX ID
2;mau pesen di tix.id tp hrs update aplikasi dlu..setelah diupdate malah ngga bs pesen sama sekali..klik jadwalpun ngga berfungsi.ngga bs pilih hari.. bahkan pilih beli tiket pun ngga bisa..
4;sangat baik, hanya saja periode dan kuota promo lbh di maksimalkan krn saya sbg pengguna pertama tdk bisa menggunakan promo krn keterbatasan kuota
1;Pesan tiket lama banget mengecek kursinya udah itu gagal , jadi kursi yang mau dipesan keburu dipesan sama yang lain. Dulu pake tix id pesen tiket cepet ga kaya sekarang lambat banget jadi terpaksa harus pake aplikasi sebelah kalau gagal terus pemesanannya
4;Aplikasi cukup bagus, terimakasih sudah menyediakan layanan visa. Semoga tidak ada error saat terjadi transaksi online. Sebagai saran perlu adanya publikasi lebih perihal TIX ID lebih mendalam kepada pengguna baru. Seperti cara pembayaran, cara cetak tiket dan lain sebagainya.
2;kok skrang setiap pesen tiket slalu proses lama ya, padahal saldo udah berkurang. tapi masih proses. kode boking ga keluar keluar sampe seharian sampe film nya udah lewat tayang masih proses terus, udah beberpa kali seperti ini
2;kecewa,.pas lagi di butuhin buat nonton di biokop gangguan ga bisa dapet kode transaksi buat nyetak tiket,,udah nyoba di refund di ulang lagi nyetak tetep ga bisa.,.giliran udah pulang ke rumah ,ehh tiket sukses,.!! mana film nya udah kelewat jam tayang, mau nonton udah di rumah,saldo jadi kurang ,film ga ketonton,.sue banget kan,.
1;burukk burukkkk. saya urgent mau beli tiket bioskop. smua pin yg saya pakai salah. lalu akun dana dibekukan slma 1 jam . aplikasi gk mutu!! hubungi customer service aja failed terus. lo gk ush bikin aplikasi kalao mempersulit. astaghfirullah emosi gw. ktinggalan tiket nonton
3;aplikasi bagus dan memudahkan. tapi sering kali di akhir pekan malah lambat dalam pengecekan kursi. sdh ditungguin sampai 1 jam gak juga ada kepastian. padahal filem dekat mau tayang. akhirnya malh beli manual lagii
1;"Setiap di pakai pesen tiket, udah berhasil bayar tapi stop di menunggu kursi mulu... Ujung""nya gagal... Kan percuma di bikin aplikasi kya gini"
1;saya hari ini memesan tiket untuk hari jam 15.40 tiket sudah saya pesan jam 14.10 tapi sampai skrg belum ada kode booking yg berikan, masih status pesanan menunggu, pdhl saldo saya sudah terpotong bagimana ini vendornya? masa hampir semua pengguna mengeluhkan masalah ini
1;aplikasi bikin susah. udah boking prosesnya lama. sampe jam film nya tayang proses blm selesai. aplikasi bukan memper mudah malah mempersulit. aplikasi idiot.
1;aplikasi jancok, kalau ga sanggup kasih promo jgn di promosikan... bukan masalah uangnya. tp udah nunggu trus ke cancel sehingga ga jadi nonton itu yg bikin kesel. kalau deket tempat bioskopnya.. kalau jauh.. mana layanan supportnya sulit lagi... hati2 sama tix id kalau gunakan di weekend dan ada promo... mending pakai yg lain.
1;aplikasi ga bermutu bgt. udah 2 kali beli tiket disini dan selalu gagal pada saat cetak tiket. lalu untuk customer service susah banget buat di hubungin sampai menghabiskan banyak pulsa buat ngehubungin. kecewa sekali!!! gak bakal pesan lagi disini
1;Ini gmn sih uda pesan dr 2 jam lali msh aja proses uda di bioskop kursi di cek msh kosong tp ada org lain yg dtg pasti diksih lah, ga kaya tetangga sebelah nih enak cpt, padahal ini ga diskon lo harga normal, tolong donk jgn kaya gini filmnya uda mulai, taeeee nih
1;Sy sdh lama pakai tix id dan ini yg paling parah. Pengecekan kursi lama banget, sudah nunggu 30 menit ternyata pembelian tiket gagal karna kursi tidak tersedia. Ini sudah yg ketiga kali, 👎 untuk tix id. Sorry sy uninstall.
1;mohon maaf ya ini ko proses aja padahal udah transaksi dan sudah kepotong ..bahkan sampai mau mulai filmnya aja belum juga berhasil. kalo memang harus gagal ya sudah langsung proses refund tapi ini lama banget ya..
1;kecewa banget, beli tiket 2x, yg pertama udah beli ehh tiba2 refund, yg ke 2 beli lagi tapi memproses tiketnya lamaaaaa banget, sampek jam tayangnya sudah mulai, dan akhirnya gak jadi nonton. sumpah bener2 ngecewain bgt😒😤😡
1;error system hari ini tgl. 7 juli 3019. Nyesel banget, sdh top up mau nonton spiderman, ternyata sistem error, untungnya uangnya dikembalikan via DANA..... kacau ya pelayanannya......
1;Jelek banget. Loading tiketnya lama banget di refund pula saat jam mulai tayangnya uda lewat. di telpon CS nya juga gak guna. kecewa lah
5;Aplikasi yang membantu dan memudahkan pembelian tiket nonton bioskop. Ditambah adanya bonus potongan harga. Semoga Bisa ada terus dan diperbanyak bonusnya 😀. Juga diperbanyak lagi jaringan bioskopnya
2;habis top up saldo knapa justru tak bisa digunakan, setiap pembelian selalu gagal. trs bagaimana cara tarik kembali saldo saya ?? tolong perbaiki aplikasinya agar tidak error seperti ini.
1;refund mulu ,apa ngga bisa sistem nya diperbaiki ,utamakan pelayanan bos kalo pelayanan nya bagus orang ngga akan Pesan ditempat lain eleh gimana ni aplikasi ,PELAYANAN NYA BURUK
1;"saat mau login tp sy lp pasword..lalu sy cb reset pw..tp sudah selama seminggu..entah sudah brp x saya cb..ga pernah bisa..alasan nya "" trjadi kesalahan. mohon cb beberapa saat lg.."" saya sangatsangatsangatttt kecewa"
3;kenapa setelah update kok sekarang setiap pembelian tiket harus menunggu ketersediaan kursi dulu ya? padahal di versi sebelumnya jauh lebih mudah dan cepat.
1;"udah 2x kayak gini mulu. tiket ga dapet, tpi saldo di sedot. kali pertama, ga muncul proses transaksi nya. waktu itu saldo saya kepotong 81 ribu. saldo ke potong, TIKETNYA ZONK. kali kedua, bilang nya ""memproses"" mulu. tapi saldo saya sudah ke potong duluan. dan akhirnya ga jdi nonton lgi. saya beli tiket kisaran jam 1, dan nonton jam 16.20. selama itu kah proses transaksi nya? tolong pihak tix id nya memperhatikan lagi masalah2 spt ini. kalau udah tau berhasil dapat kursi, baru potong saldonya."
1;saya beli 2 tiket dan sudah selesai melakukan pembayaran tapi sampe film nya selesai tayang, kode booking untuk print tiket sama sekali tidak dapat, ini terjadi 2 kali dan customer service dari tix.id sama sekali tidak ada yg merespon..
1;Mohon Di perbaiki lagi, saya suka tix id yang dulu, sekali beli langsung dapet. daripada yang sekarang tix id ada proses pengecek an kursi terlebih dahulu, sehingga lama, dan keduluan oleh orang lain yang beli langsung. uang saya sudah 2× di refund gara gara gagal beli tiket. mohon di perbaiki.
1;pengecekkan kursinya terlalu lama. setelah 30 menit lebih masih belum ada konfirmasi apapun padahal ini udah transaksi kedua hari ini. yang pertama nunggu hampir 20 menit tau taunya malah di refund. Padahal cek lagi di jam yang sama dan kursi yang sama belum ada tanda telah dibeli. (btw, tiket kedua ini di jam dan kursi yang berbeda) tapi 30 menit lebih masih aja menunggu. Udah dm ke ig official tix id dan sent email juga no respon.
5;Sangat suka sekali. Bisa akses film terbaru dan ter update di tiap bioskop. Thanks lah. Moga2 bisa ditingkatkan lagi bug dan perbaikannya. Thanks
1;ribet, udah isi saldo malah gabisa dipake malah disitunya lupa password terus, isi dana gampang tapi gabisa dipake, heran deh, hubungi customer service jg gabisa terus, mu pagi siang sore malem jg
5;"Jelas, aplikasi ini muncul utk mempermudah orang"" utk mendapatkan tiket secara cepat dan mudah. Semoga kedepan makin banyak pembaharuan yang tidak memberatkan dan menyusahkan pengguna. Terima kasih."
1;saya kecewa dengan tix id. tiket saya tidak kunjung terbit, bahkan 20 menit sebelum film dimulai. padahal saya sudah booking tiket nya 1 jam sebelum film diputar. sampai saya harus booking tiket lain lewat akun saya yang lain ketika film selesai diputar, baru saya dapat notif bahwa tiket saya sudah terbit. saya dirugikan. ketika saya menelpon costumer service, jawabannya hanya tunggu beberapa saat, tanpa lanjutan mohon pihak tix id, Saya mohon sekali kepada anda, perbaiki sistem booking. trs 🤝
1;jelek,udah pesen,gak nerima kode,gak di refund lagi,makin sini makin turun ni aplikasi.udah kirim lewat email&dm instagram,telat semua balesnya,harusnya professional dong,gimana si gak professional
1;saat update app ,akun keluar dan login kenbali password salah, saat meminta reset passwod di lupa password muncul error layanan bermasalah coba ulangi nanti lagi, begitu seterusnya. tolong diperbaiki.
1;Saya pesan tiket bioskop hangus saldo DANA saya karena memakai aplikasi ini. Gimana nih saya udah rugi waktu sama uang. Tolong diperbaiki lagi yaa... Masak gaada call centernya
4;bagus praktis sering ada promo. cuma sekarang pas udah pembayaran proses penerbitannya agak lama gk secepat dlu.
1;uninstall ja dh...sdh kejadian terus menurus tiket ke refund, ga cm 2/3x tp sering apa lg klo ada promo!!! pernh smpe sdh ke XX1 nya film mulai msh blm tercetak tiketnya, payah alaesan server ini itu call center di tlp blas sibuk smua ga stu pun ke angkat!!! mndng pke mtix lah, ga ada promo gpp seengganya aplikasinya mumpuni ga ky gni. 👎👎👎
1;tolong adakan cancel pembayaran, karna sekarang sering kali transaksi berhasil tapi kursi diproses dan dicancel sistem dengan selang wakti yang lama, aplikasi ini bukan mempermudah memesan tiket namun mengulur waktu!
2;saya kasih bintang 2 karena kmren saya pesan 3 hari sblmnya film spiderman...pas sudah nyampe studio # gagal...skrng pesan msh bermasalah🥴 pengecekan kursi...bgmn ini?? info donk padahal kursi msh kosong
1;duh peak, jadwal film sudah dimulai, tapi tiket masih status menunggu kursi.. gatau deh kedepannya gimana, yg jelas saldo udah kepotong, cancel order pun gabisa.. ampas dah
1;udah pesan tiket pengecekan kursi yg sangat lama belum lagi filmnya udah mau mulai terpaksa beli tiket lagi langsung di loketnya. sangat mengecewakan
1;setiap beli tiket loading nya lama banget, dan selalu gagal trus.. mentang2 promo. FIX sy copot aja. percuma juga di download tapi ga membantu.
1;Sudah melakukan pembayaran tp tiket msih dlm proses pdhal sudah 1/2 jam bayar tp nomer booking tiketx blm keluar2. sementara 1/2 jam lg filmx tayang.
1;bermasalah terus. sudah coba 3 kali dari kemarin tetap aja. pas di cek di aplikasi lain masih kosong kursinya yg saya pesan. apa apaan sih tix.id. kalau misalkan penuh langsung di cancel aja. masa harus nunggu berjam jam 👎
2;skg memproses tiketnya lama sekali, mohon diperbaiki. karna kita jg butuh kepastian. sudah nunggu hampir 6jam ternyata dananya direfund kan jadi kecewa , sudah lama nunggu.
5;aplikasi bagus , membantu banget buat beli tiket tanpa harus ke bioskop . tp suka ada kendala dalam pengambilan kursi , yang tiba2 ga bisa di proses mohon di perbaiki lagi supaya lancar jaya
5;lebih simpel dan cepat update terbaru film.yg mau tayang bnyk promo disc y tingkatkn terus buat TIK ID perdana beli tiket di aplikasi ini
1;Wah parah sih ini, masa pesan tiket direfund terus, mending kalo sebentar ini prosesnya lama sejaman, kalo emang kursinya udah gak ada gak usah dijual yg akhirnya malh gak dapat juga! Membuang waktu sekali! Mau udah berkali kali kaya gini gak ada juga peningkatan! Percuma ada call center ditelpon bilang sibuk mulu, di email gak jawab, di dm ig juga lambat balasnya, ga guna!!
5;aplikasinya sangat membantu untuk menghemat waktu beli tiket di bioskop, karena suka banget nonton bioskop dan kerja terus. jadi kalo pake TIX ID bisa pesen tiket di kantor, pulang langsung go nonton.
5;Aplikasi bagus, sangat memudahkan, banyak diskon, tetapi kadang untuk proses tiketnya sangat lama. Tolong ditingkatkan lagi
5;aplikasi udah bagus stabil.kalo bisa turunin dong biaya tambahan nya .kemahalan tuh.sengaja order pake tix id biar dpt promo tp gara ² ad admin nya sama aja jatuh nya....
1;kecewa,utk beli 1 tiket aja udah kena 5 kali refund terus, dari awal mesan bangku paling atas terakhirnya dapat yang paling dekat layar,percuma lah banyak promo tapi kaya gini terus 👎
1;dongo! call center di telponin gak bisa2. gua mau ngecancel tiket aja susah, padahal dr td blm berhasil skrg udh berhasil jd mubazir bangke
4;Aplikasi lumayan cukup bagus,,selalu ada promo potongan,,yang menarik,, saran saya sih kalo bisa tambahin fitur ticket cancellation,, karena fitur itu sangat dibutuhkan sekali,,,thanks
1;kemarin kira2 jam 8 pagi beli tiket untuk film spiderman yg tayang jam 12.30..tp kode boking tiketnya sampe jam 12.10 gak dikirim juga..tiba2 jam 12.15 ada notip transaksi anda telah di batalkan..dana telah di kembalikan..padahal kita uda di studio dari jam setengah 12..di kirimin email jawab nya sedang di proses ..dan menunggu kursi...gak propesional sekali nic aplikasi..
5;"Good App jadi gampang klo mw ntn g hrs ngantri2 lgi hee yu join install app nya, masuka kode ""ENCEME"" biar dpt bonus 5000 coin. bisa di pake untuk beli voucher di Aplikasinya lho. ayo buruan keburu hioang"
1;saya beli tiket di apk ini, namun saat di bioskop dieng plaza malang jatim, pihak bioskopnya tidak bisa untuk cetak tiket/tidak ada alatnya/tidak kerja sama dengan apk ini. pesanan saya akhirnya gagal. segera di atasi. terimakasih
5;sangat membatu... karena nggk perlu lagi ngantri untuk beli tiket dan bisa atur jam dan tempat duduk sendiri... good job tix id, sukses selalu 😊
5;Sekarang kalau mau beli tiket nonton jadi lebih mudah, sangat membantu + banyaak promonya, sipp lah pokoknya, semoga semakin baik terus
3;tolong dong proses pesennya di percepat, udah prosesnya agak lama mending kalo udah pasti dapet, kalo ternyata gagal krn lbh di utamakan yg antri di bioskop kan nyesek
1;saya udah 2 kali menunggu dan memesan sampai jam nya kehabisan terus. saya memesan 4 kali gagal atau recended saya biasanya tidak pernah mengalami hal ini mohon untuk diperbaiki lagi tix id agar kita memesan ticket dengan nyaman tanpa menunggu .
1;sangat sangat kecewa..tiba2 refund tiket saya tanpa sebab !!! saya beli 2 tiket, 1 tiket kena refund secara sepihak !!! sudah sampai di bioskop tiket tidak bisa di gunakan dan di bioskop tiket sudah habis !!! tidak mungkin donk saya nonton sendiri ??? apa apa ini tix id refund tiket seya secara sepihak ???? dan hasil nya tiket saya yg 1 lagi hangus !! sungguh kecewa
4;Cukup puas pakai TIX ID, beli tiket mudah tanpa perlu antri. Awal awal pakai TIX ID banyak promo dan menguntungkan. Semakin lama promo semakin sedikit. Jadi agak malas buat nonton, paling saat ini hanya sesekali aja. Semoga semakin baik kedepannya dan semakin banyak promonya, jangan kecewakan pelanggan 👌
5;cara pembayaran yg mudah, banyak pilihan biskop jadwal serta kemudahan pesan kursi, promo nya mantap, semoga menjadi lebih baik lagi
1;Kenapa tiket saya direfund terus? Alasan kursi sudah tidak tersedia, sedangkan keterangan di aplikasi kursi tersedia. Dan saya coba di beberapa kursi yang lain tetap seperti itu, direfund dengan alasan yang sama. Pesan untuk jauh hari tidak bisa on the spot, tetapi pesan lewat aplikasi malah kayak gini!!
3;saya beberapa kali tidak bisa pesen, padahal saldo ada, tempat duduk tersedi.. kalau sudah normal bintang akan saya tambah.. thanks
1;setiap mau nonton selalu ke refund sampai 5x,lama juga ke refundnya, tolong lah ini gimana solusinya, pas udah beli tiket dibioskopnya malah tiket berhasil dibeli, jadinya bayar 2x. tolong lah di perbaikin yang kayak gini.
1;Terlalu Lama Untuk proses Tiket.. pembayaran sudah selesai, mengecek kursi na lama banget.. hampir Setengah Jam.. itupun belum jaminan Berhasil dapat tiket.. terkadang gagal ada Note Kursi tidak tersedia.. padahal Jelas Jelas kursi kosong.. mohon di perbaiki Sistem Untuk Proses tiket jangan Terlalu lama.. terimakasih
1;aplikasi yg ribet, ga asyik. mau nonton aja kok susah. pembayaran cuman bisa pake dana aja. uninstal aja. bikin kesel. mending nonton di bioskop yg lain, aplikasinya lebih mudah.
1;aplikasi apaann kya gini. hari ini saya mau pesen spiderman far from.home. nontn jam 15.10. pesen jam 10.00 kenapa lama banget keluar kode boking nya.. eh tiba tiba. ada notif. Refund berhasil. dengan.alasan kursi tidak lagi tersedia. padhal.jelas jelas kita masih pilih kursi. dan langsung bayar. komunikasi. Tix dan XXI gimana tuh. pokonya Lemot parah aplikasi Bobrok.
1;maaf dikasih bintang satu, dr awal dev ini muncul memang agak kurang suka pake ini, mending pesan langsung lewat bioskopnya tapi teman nyuruh juga pake promo di tix sempat gak mau dan dicoba ternyata benar emg gak srek mau download ini dr dulu, udah ada feeling sistemnya gak bagus😂
5;aplikasinya bagus dan sangat membantu ...tapi skrg untuk mendapatkan kode kursi butuh waktu yg sangat lama...mohon diprrbaiki secepatnya agar bs cepat memilih jadwa yg lain
3;pelayanannya makin bobrok. tiket yg dibeli susah terbitnya dan butuh waktu lama. dan yang paling ngeselin di refund setelah menunggu di bioskop. benar-benar menyebalkan. tolong diperbaiki donk sistemnya
4;aplikasinya keren sih, cuma terkadang proses validasi kursinya agak lama, dan bikin kepikiran karena uang uda dibayarkan, tapi kalo dibatalkan pasti ada refund nya, jadi gada masalah.
2;untuk pengecekan kursi nya terlalu lama, kadang selalu gagal. dulu tidak seperti ini, tolong di tingkatkan kembali. makasih
1;aplikasi ini skrg sangat mengecewakan.. busuk!!! gara2 gagal nonton terlanjur bayar DANA tp pembelian gak berhasil,,refund lama. gak jd nonton tambah jd ribut sama suami. kampret lu tutup aja aplikasinya!
1;sistemnya payah, proses order tiketnya sampe nunggu proses yang lama.. saldo udah terpotong tapi tiket belum muncul.. udah nunggu hampir sejam, eh ternyata transaksi gagal.. pas mau booking tiket lagi, ternyata udah habis.. tolong sistemnya diperbaiki. thx!!
1;proses pelayanan payah, pembayaran sudah tp tiket belum keluar ujung-ujungnya refund cs yg bisa dihubungi tidak ada hanya via email yg lambat proses nya
1;diskonannya banyak, tapi sayangnya sekarang proses memakan hampir satu jam itu pun belum tentu berhasil pembelian. agak kecewa karna harus nunggu lama tapi malah di refund gara-gara kursi sudah ada yg pesan.
1;goblok nih app, gua mau beli tiket. pembayaran udah berhasil, menyiapkan kursi mulu, alhasil tiket gak keluar2. sampe jam teater mulai pun, tiket blm keluar. hadeh,, niat mau permudah malah sulit
1;Tix Id yang berbahagia, mohon maaf tolong dong area mojokerto juga di tambahkan ke aplikasi, kalau memang belum di tambahkan juga saya alan uninstal app nya. terimalasih
2;duh saya udah pesen tiket beberapa kali selalu penyelesaian nya lama? kenapa ya? tolong perbaiki dong jadi saya selalu telat nonton padahal pembelian tiket udah jauh jauh sblm jam tyg d mulai, kalau kaya gini mau pindah ngga akan pesan d tix id lg deh.. makasih
1;tix.id mohon kalo memang belum 'matang' menyediakan jasa pemesanan tiket secara online, ya jangan dipaksa. Lelet banget walaupun udah booking dari 2 jam sebelum tayang belum juga dapet kode tiket. Saya mengerti mungkin karena pemesanan membludak, tapi seharusnya sudah bisa diantisipasi dong. Kalo di refund terus pesen secara online, mending gini nonton ke bioskop sebelah. Kasian jg kan yg mau mesen offline harus berebut sama yg mesen online jg tp nyatanya pelayanannya payah juga.
1;aplikasi sampah wkwkwkw, kasih bintang 1 aja semua masa untuk pemesanan lama banget dan tiket pun lama, setelah masuk kursi sudah terisi dengan orang lain, tapi gpp sih cuma 33 doank wkwkw
2;Ko makin lama makin leomt ya aplikasinya.. Pertma saya down load dr pmbayarannn ke tiket lsg dapet skr pembayaran berhasil ehhhhhhh tau2 refund n gagal trs.. Saya kasih bintang 2 dl klo dh ga lemot lg saya kasih bintang 5
2;Sekarang pesen tiket pendingnya jadi lebih lama. Padahal dulu prosesnya gk sampe stngh menit udah selesai. Mohon perbaikan sistemnya.
5;Sangat membantu buat pecinta film bioskop.. Krn nggak perlu repot2 buat ngantri tiket, mana sering ada promonya lagi.. Recomended apps deh..
5;aplikasi simpel, mudah dimengerti, tidak repot2 antri beli tiket, dan bisa tau film2 terbaru. mantul deh 👍
1;gatau kenapa punya saya tidak bisa di gunakan selalu muter2 terus saya kira paketan saya yg habis pas saya isikan Pulsa masih sama muter2 terus.. maaf saya kasih bintang 1 setelah beberapa kali di update punya saya malah Error Hp saya Xiaomi Redmi Note 5 Ram 4Gb
5;Ok bget TIX ID .. sangat mempermudah memperoleh tiket dan asiknya lagi dapat diskon 50%.. nyesel gak dari awal dow nya .hehehhe Maksih TIX ID
5;Aplikasi ini sangat membantu dalam mendapatkan tiket tanpa perlu repot-repot mengantri cukup buka aplikasi ikutin langkah-langkah berikutnya selesai. sangat mudah deh. Terima kasih tixid.
5;Bagus,Cepat,Simpel dan Praktis tanpa harus Antri di Lokasi Bioskop. Tingkatkan lagi Update nya dan Kualitasnya. makasih, slmt mencoba
5;Aplikasinya sangat membantu untuk para movie lovers yang g mau ribet antri dan cek film lgsg di bioskop. Kalau bisa ditambah lagi promo2nya, terutama utk film2 blockbusters.
1;tanggal 29 kemarin saya dan anak saya ingin nonton annabelle di jam 14:30, sdh pesan tiket, tapi sampai jam tayang mulai tidak dapat kode booking kursi,baru dapat confirm pesanan berhasil jam 14:50, karena batal nonton saya dan anak saya pulang, sdh tlp customer service dan kirim email ke Tix juga sampe sekarang saldo Dana yg terpotong belum juga di refund... gak ada itikad baik dari Tix untuk me refund saldo para konsumen yg terpotong, apakah ini hanya modus tix aja untuk mencari keuntungan...
1;bagai mana dong ini pihak tiix saya baru saja melakukan pembelian tiket di mall boemi kedatoen lampung,setelah melakukan pembayaran kok keterangan waktu terlalu lama mohon ulang kembali,tetapi saldo dana saya kepotong habis
1;akhir2 ini aplikasi ini bermasalah. Saya beli tiket dengan kepastian jam dan kursi tertentu. Pembayaran sudah lunas. Ternyata ketika sampai di bioskop tiket dibatalin sepihak. Yang jadi ngak enak alasan pembatalan diajukan oleh pembeli. Padahal dibatalkan oleh tix.id sendiri. Uang memang kembali ke Dana. kebayang kalau pake kartu Kredit Urusannya pasti tambah ribet.
1;Untuk pihak yang berwenang di TIX ID, tolong dipermudah yah. Setiap kali butuh pembaharuan, aplikasi tidak bisa diakses. Hal tersebut, secara kasar memaksa costumer untuk melakukan pembaharuan. Akhirnya, karena malas tidak jadi mengakses. Dan akhirnya karena malas juga, tidak jadi membeli tiket lewat TIX ID dan beli tiket langsung di bioskop karena lebih praktis.
5;bagus tapi sayangnya sering terjadi gagal transaksi, pembayaran dibatalkan oleh pihak TIX ID, alasannya kursi sudah tidak tersedia, padahal ketika dicek masih ada
1;saya dapat poin dari bulan januari-juni katanta kadaluarsa dibulan desember. tapi akhir juni sudah kadaluarsa. babi pembohongan publik saya uninstal aja...wkwk lebih baik beli tiket langsung aja.... aplikasi gak guna juga
1;ini kenapa ya akhir akhir ini tix susah banget di buka..jadi kesel..uda top up ternyata aplikasinya gak bisa ke buka
1;kenapa sih di refund mulu padahal kursi masih kosong? beli fulll ga ada discount tapi di refund mulu. udah refundnya lama. tolong perbaiki dong developer team.
1;pemesenan selalu di gagalkan, padahal saya sudah memesannya terlebih dahulu, buat apa ada tix id kalau pembelian selalu digagalkan, sedikit cerita
1;Aplikasi tidak berguna, kalau pesan harus jauh2 hari tidak bisa on the spot. Hari ini saya udah pesen tiket jam 11.30 untuk jam tayang 13.15 + pembayaran berhasil tp nunggu tiketnya lama banget ketika saya confirm ke counter kursi yg saya pesan sudah terisi orang lain. Bersamaan dengan saya ada konsumen yg mengalami hal yg sama dg saya, justru dia smp film udah tayang baru dapat konfirmasi kalau kursi udh terisi orang lain. Masak kita udah bayar lebih per tiketnya tp pelayanannya kyk gini?
1;2x pesan tiket. setelah melakukan pembayaran, menunggu kursi. lamaaaaaaaa sampai akhirnya di refund dan mesan lagi dan terus begitu. sampai akhirnya saya malas untuk menggunakan aplikasi ini. krn pemberitahuan transaksi berhasilnya membutuhkan waktu yg terlalu lama.
2;Dear tixx id, knp susah sekali untuk booking tiket, pdhl sy pilih harga normal,, sy sudah isi saldo tp susah untuk booking!!!! Setiap pesan dana selalu dikembalikan
1;susah nya mendapatkan tiket alasan kursi penuh padahal sy booking langung bayar. dan refund nya sekitar satu jam sejak bayar baru ada notif, terpaksa membeli ulang tiket nya , itu pun biaya layanan 3rb tidak di refund.
1;Hari ini saya membeli tiket untuk jam 11.45. Sudah berhasil pembayaran dan tinggal nunggu barcodenya saja. tapi untuk menunggunya sangat lama. jadi tiketnya batal/direfound. sampai sekarang saya mencoba tetap refound terus. mohon diperbaiki!!
1;customer seevice nya parah bener...di hubungi tidak mao memjawab....mengecewakan....saya sudah beli tiket...saldo pun sudah terpotong...tp kode booking nya blm di kirim...apakah aplikasi ini penipuan...
3;Aplikasi ini sangat membantu dan mempermudah. Tqpi saya kurang puas, karena saya sudah pesen tiket dan direfund. dan setelah saya pesen lagi pun prosesnya masih lama, padahal film yg saya pilih sudah ingin tayang. Mohon di percepat proses konfirmasi tiket, biar tidak terlalu lama dan akhirnya tidak dapat tiketnya. terimakasih.
1;sangat mengecewakan hari ini jam 10 pagi saya beli tiket utk hari kamis mendatang dan uda berhasil pembayaran tp setelah hampir 1 jam di batalkan gt aja.
1;aplikasi tak berbobot....hanya menyusahkan saja....udah beli tiket melalui TiX tetapi dalam proses menunggu kursi hingga 4 jam,, udah di email pihak TIX malah suruh nunggu dan sudah beberapa kali d email jga, dan akhirnya tiket pun sukses setelah jam nonton selesai, aplikasi ini sangat merugikan saya...gue unistal aja
1;kenapa akhir akhir ini pesan tiket lama banget yahh? ujung ujung nya di refund. terus pas mau pesan ulang, ehh udah ke isi seat nya. lama kelamaan saya pindah aplikasi lain kalau gini terus
3;Kadang lama loadingnya pas udah selesai transaksi, biasanya pas transaksi weekend. Semoga lebih ditingkatkan lagi sistemnya biar ngga lama loadingnya & langsung keluar QR code pembeliannya.
4;kenapa yah tiap saya buka aplikasinya suruh perbaharui aplikasi terus, padahal setelah diperbaharui ga ada bedanya tampilan aplikasinya..
1;hari ini saya pesan 2 tiket dan selalu gagal..percobaan terakhir saya pesan lagi 1x namun pemberitahuan nya hanya memproses saja..sy pesan tiket pukul 13.00 utk penayangan pukul 14.30 & smp jam tayang datang ket. di aplikasi masih memproses..sampai pd akhirnya pukul 14.46 baru ada konfirmasi bahwa tiket berhasil & saldo saya kepotong Rp. 66.000. Bagaimana bisa sy pesan tiket utk penayangan pkl 14.30 dan bru dikomfirmasi pkl 14.46 & saldo sy terpotong ??? sy harap saldo sy bisa di refund kembali !
1;Sangat kecewa.. Saya udah pesan ,Tpi proses kursi terus.. Krena lama terpaksa,sya beli lagi di bioskop. bangsat. Sudah stngah jam mulai,Baru kluar kode ny cetak tiket.. Mau untung aj ini dev anjingg. Kesel bnget gua, Pihak bioskop gak mau tanggung jawab lagi... Yaudah saya ikhlasin aja..Smoga dapat balasan ny..krena udh mmbuat rugi saya ,mngkin yg lain juga ada yg sama
1;"hari ini saya membeli tiket jam sekitar jam 10 jadwal nonton saya jam 12, tiketnya gak dapat padahal udh mencoba kontak ke IG, gmail dan via tlfn"".. jadi saya membeli tiket di outlet 21 secara langsung, ehh sehabis nonton tiketnya di tix.id baru selesai prosesnya.. kapok pakai tix lagi. tolong refund uang saya."
1;Pesen jam 10 untuk nonton jam 12 siang, tp pas udah di bioskop tiket blm berhasil masih memeriksa kursi padahal film udah mau tayang, udah chat ig email dan telepon cs nya tp gk dibls dan gk diangkat.. Sampai jam stgh 3 sore tiketnya baru berhasil pdhl udah beli offline, jd tolong balikin saldo dana saya..
